shape	dist	k_eff	kryl_iter	time
2.5	0.2	0.479224855766	9	3.886514932
2.4	0.05	0.515344356592	6	55.536179872
2.5	0.25	0.471977565766	12	3.538625875
2.5	0.3	0.443920089546	13	2.651927438
2.5	0.35	0.474606123793	11	1.296742799
2.4	0.1	0.505384943365	7	14.102107086
2.4	0.15	0.498811952137	9	7.627835448
2.4	0.2	0.479703447444	9	4.037837313
2.4	0.25	0.472828281065	12	3.116857861
2.4	0.3	0.443937348819	12	2.882766666
2.7	0.15	0.498263950717	9	8.156022854
2.7	0.2	0.47834388053	9	4.09204742
2.2	0.05	0.515431125215	6	56.485770326
2.7	0.25	0.470257880063	12	3.353489763
2.7	0.3	0.444460383448	13	2.605886622
2.7	0.35	0.475275294238	12	1.481236209
2.2	0.1	0.50559509322	7	14.374016263
2.6	0.05	0.515262598121	6	56.260333286
2.2	0.15	0.499241665035	9	7.354004205
2.9	0.3	0.44601810327	14	2.767409288
2.9	0.35	0.476371686564	13	1.617005509
2.6	0.1	0.505190486395	7	14.031906156
2.6	0.15	0.498435012193	9	7.706485568
2.6	0.2	0.478772326301	9	3.952730776
2.6	0.25	0.471123513615	12	3.23584532
2.6	0.3	0.444082346269	13	2.624172891
2.6	0.35	0.474884537218	12	1.453545287
2.8	0.05	0.515186078783	6	55.910405004
2.8	0.1	0.505010604626	7	14.496173903
3.0	0.05	0.515114743647	6	56.708229288
2.8	0.15	0.498103190824	9	7.945592957
2.8	0.2	0.477937837044	10	4.344423929
2.8	0.25	0.469371026459	13	3.479311017
3.0	0.1	0.504844161318	7	14.285734316
2.8	0.3	0.44509404068	13	2.907989405
2.8	0.35	0.475772691442	13	1.830933028
3.0	0.15	0.497809535544	10	9.315332322
3.0	0.2	0.477186321548	10	4.299508432
2.7	0.05	0.515223681968	6	56.174985345
3.0	0.25	0.467476667382	13	3.38597641
3.0	0.3	0.44725274246	15	3.013515156
3.0	0.35	0.477067389128	13	1.592051041
2.7	0.1	0.50509879461	7	13.152955546
2.9	0.05	0.515149773994	6	49.523953465
2.9	0.1	0.504925773691	7	12.759248695
2.9	0.15	0.497951943921	9	7.125377694
2.9	0.2	0.477552368605	10	3.907243518
2.9	0.25	0.468449568831	13	3.200570496
